"REF_DATE","GEO","DGUID","Persons in low income","Low income lines","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019","British Columbia","2016A000259","Persons under 18 years in couple families with children","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133476","13.20.6.2","5.4","E","","","1"
"2020","British Columbia","2016A000259","Persons under 18 years in couple families with children","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133476","13.20.6.2","4.0","E","","","1"
"2021","British Columbia","2016A000259","Persons under 18 years in couple families with children","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133476","13.20.6.2","5.0","E","","","1"
"2015","British Columbia","2016A000259","Persons under 18 years in female lone-parent families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133479","13.21.6.2","36.8","E","","","1"
"2016","British Columbia","2016A000259","Persons under 18 years in female lone-parent families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133479","13.21.6.2","58.2","D","","","1"
"2017","British Columbia","2016A000259","Persons under 18 years in female lone-parent families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133479","13.21.6.2","35.7","E","","","1"
"2018","British Columbia","2016A000259","Persons under 18 years in female lone-parent families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133479","13.21.6.2","28.8","E","","","1"
"2019","British Columbia","2016A000259","Persons under 18 years in female lone-parent families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133479","13.21.6.2","27.0","E","","","1"
"2020","British Columbia","2016A000259","Persons under 18 years in female lone-parent families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133479","13.21.6.2","14.3","E","","","1"
"2021","British Columbia","2016A000259","Persons under 18 years in female lone-parent families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133479","13.21.6.2","18.5","E","","","1"
"2015","British Columbia","2016A000259","Persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133494","13.26.6.2","43.5","C","","","1"
"2016","British Columbia","2016A000259","Persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133494","13.26.6.2","38.5","C","","","1"
"2017","British Columbia","2016A000259","Persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133494","13.26.6.2","35.4","C","","","1"
"2018","British Columbia","2016A000259","Persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133494","13.26.6.2","35.1","C","","","1"
"2019","British Columbia","2016A000259","Persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133494","13.26.6.2","33.2","C","","","1"
"2020","British Columbia","2016A000259","Persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133494","13.26.6.2","23.7","C","","","1"
"2021","British Columbia","2016A000259","Persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133494","13.26.6.2","24.0","C","","","1"
"2015","British Columbia","2016A000259","Elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133503","13.29.6.2","25.4","D","","","1"
"2016","British Columbia","2016A000259","Elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133503","13.29.6.2","22.9","D","","","1"
"2017","British Columbia","2016A000259","Elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133503","13.29.6.2","19.8","D","","","1"
"2018","British Columbia","2016A000259","Elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133503","13.29.6.2","21.9","D","","","1"
"2019","British Columbia","2016A000259","Elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133503","13.29.6.2","14.8","D","","","1"
"2020","British Columbia","2016A000259","Elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133503","13.29.6.2","8.7","D","","","1"
"2021","British Columbia","2016A000259","Elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133503","13.29.6.2","14.5","D","","","1"
"2015","British Columbia","2016A000259","Non-elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133512","13.32.6.2","49.8","C","","","1"
"2016","British Columbia","2016A000259","Non-elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133512","13.32.6.2","43.7","C","","","1"
"2017","British Columbia","2016A000259","Non-elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133512","13.32.6.2","40.8","C","","","1"
"2018","British Columbia","2016A000259","Non-elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133512","13.32.6.2","39.8","C","","","1"
"2019","British Columbia","2016A000259","Non-elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133512","13.32.6.2","40.0","C","","","1"
"2020","British Columbia","2016A000259","Non-elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133512","13.32.6.2","29.7","C","","","1"
"2021","British Columbia","2016A000259","Non-elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133512","13.32.6.2","28.2","C","","","1"
"2015","Québec, Quebec","2016S0503421","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133521","14.1.6.2","8.2","E","","","1"
"2016","Québec, Quebec","2016S0503421","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133521","14.1.6.2","6.7","E","","","1"
"2017","Québec, Quebec","2016S0503421","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133521","14.1.6.2","5.7","D","","","1"
"2018","Québec, Quebec","2016S0503421","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133521","14.1.6.2","8.6","E","","","1"
"2019","Québec, Quebec","2016S0503421","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133521","14.1.6.2","8.2","E","","","1"
"2020","Québec, Quebec","2016S0503421","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133521","14.1.6.2","3.2","E","","","1"
"2021","Québec, Quebec","2016S0503421","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133521","14.1.6.2","3.9","D","","","1"
"2015","Québec, Quebec","2016S0503421","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133524","14.2.6.2","","F","","","1"
"2016","Québec, Quebec","2016S0503421","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133524","14.2.6.2","","F","","","1"
"2017","Québec, Quebec","2016S0503421","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133524","14.2.6.2","","F","","","1"
"2018","Québec, Quebec","2016S0503421","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133524","14.2.6.2","","F","","","1"
"2019","Québec, Quebec","2016S0503421","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133524","14.2.6.2","","F","","","1"
"2020","Québec, Quebec","2016S0503421","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133524","14.2.6.2","","F","","","1"
